,title,tagline,overview,genres,popularity,description
3420,Boyz n the Hood,Once upon a time in South Central L.A... It ain't no fairy tale.,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",17.705671,upon time south central la aint fairy tale boyz n hood popular successful film social criticism john singleton conditions south central los angeles teenagers involved gun fights drug dealing daily basis
3421,La Bamba,Born into poverty. Destined for stardom. He lived the American dream.,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6.847099000000001,born poverty destined stardom lived american dream biographical story rise nowhere singer ritchie valens whose life cut short plane crash
3422,The Four Seasons,,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.067702,three middleaged wealthy couples take vacations together spring summer autumn winter along way treated midlife marital parental crises
3423,Dressed to Kill,The Latest Fashion In Murder,"A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11.208769,latest fashion murder mysterious tall blonde woman wearing sunglasses murders one psychiatrists patients shes prostitute witnessed
3424,The Adventures of Huck Finn,For anyone who has ever dreamed of running away from it all,"Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2.1636830000000002,anyone ever dreamed running away climb aboard extraordinary version mark twains sweeping adventure walt disney presents adventures huck finn starring elijah wood lord rings directed stephen sommers mummy mummy returns unforgettable saga mischievous youngster runaway slave
3425,Go,A weekend wasted is never a wasted weekend.,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",11.142389,weekend wasted never wasted weekend told three perspectives story bunch young californians trying get cash deal drugs score money sex las vegas generally experience rush life
3426,Friends with Money,,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.885221000000001,quits lucrative job olivia finds unsure future relationships successful wealthy friends
3427,The Andromeda Strain,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12.524953,picture runs 130 minutes story covers 96 critical hours mans history suspense last lifetime virtually residents piedmont new mexico found dead return earth space satellite head us air forces project scoop declares emergency group eminent scientists led dr jeremy stone scramble secure laboratory try first isolate life form determining two people piedmont old alcoholic sixmonthold baby survived scientists methodically study alien life form unaware already mutated presents far greater danger lab equipped nuclear selfdestruct device designed prevent escape dangerous biological agents
3428,Bats,They will suck you dry,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1.537859,suck dry genetically mutated bats escape bat expert local sheriff stop
3429,Nowhere in Africa,One family's tale of a homeland lost... and a homeland found.,"A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.","[{""id"": 18, ""name"": ""Drama""}]",3.4815169999999998,one familys tale homeland lost homeland found jewish woman named jettel redlich flees nazi germany daughter regina join husband walter farm kenya first jettel refuses adjust new circumstances bringing set china dishes evening gown regina adapts readily new world forming strong bond fathers cook african named owuor
3430,Shame,,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.","[{""id"": 18, ""name"": ""Drama""}]",40.688426,brandon new yorker shuns intimacy women feeds desires compulsive addiction sex wayward younger sister moves apartment stirring memories shared painful past brandons insular life spirals control
3431,Layer Cake,,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",24.0034,seemingly straightforward drug deal goes awry xxxx break diehard rules turn heat outwit old regime come top save skin
3432,The Work and the Glory II: American Zion,,"""The Work and The Glory: American Zion"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. ""The Work and the Glory: American Zion"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America.","[{""id"": 18, ""name"": ""Drama""}]",2.639106,work glory american zion sets story fictional steed family historically factual backdrop mormon peoples move west divided diverse reactions nascent ideology steeds struggle hold together strength convictions filial bonds tested stirring narrative faith led persecuted people missouri beyond one poignant untold tales american history account valiant struggle exercise rights promised fledgling nation work glory american zion unearths story passion behind movement eventually launched largest american migration colonization west vision promised land america
3433,The East,"Spy on us, we'll spy on you.",An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",16.574756,spy us well spy operative elite private intelligence firm finds priorities irrevocably changed tasked infiltrating anarchist group known executing covert attacks upon major corporations
3434,A Home at the End of the World,Family can be whatever you want it to be.,"Three friends form a bond over the year, Johnathan is gay, Clare is straight and Bobby is neither, instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",5.483531,family whatever want three friends form bond year johnathan gay clare straight bobby neither instead loves people loves lives go tension tears culminate strong yet fragile friendship three
3435,Aberdeen,,"Kaisa is a Scot, a successful London lawyer, who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect her alcoholic dad whom she hasn't seen in years.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",1.068819,kaisa scot successful london lawyer snorts coke onenight stands strangers mother calls aberdeen story begging fly norway collect alcoholic dad hasnt seen years
3436,The Messenger,The Scars of War Will Last Forever,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",8.432400999999999,scars war last forever montgomery ben foster us army staff sergeant returned home iraq assigned armys casualty notification service montgomery partnered captain tony stone woody harrelson give notice families fallen soldiers sergeant drawn olivia pitterson samantha morton delivered news husbands death
3437,Tracker,,"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",2.074295,exboer war guerrilla new zealand sent bring back maori accused killing british soldier gradually grow know respect one another posse led british commanding officer close behind sole intention see maori hang written filmfinders 1903 guerilla fighter south african boer war called arjan winstone takes manhunt maori seaman kereama morrison accused murdering british soldier follows cat mouse pursuit varied landscape nz hunter huntee testing bushcraft wits written anonymous
3438,Control,,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.","[{""id"": 18, ""name"": ""Drama""}]",11.357474,control biography joy division lead singer ian curtis taking story schoolboy days 1973 suicide eve bands first american tour 1980
3439,The Terminator,Your future is in his hands.,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",74.23479300000001,future hands postapocalyptic future reigning tyrannical supercomputers teleport cyborg assassin known terminator back 1984 kill sarah connor whose unborn son destined lead insurgents 21st century mechanical hegemony meanwhile humanresistance movement dispatches lone warrior safeguard sarah stop virtually indestructible killing machine
3440,"Good bye, Lenin!",The German Democratic Republic lives on -- in 79 square meters!,An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.086001,german democratic republic lives 79 square meters affectionate refreshing eastwestgermany comedy boy whos mother coma berlin wall fell wakes must try keep learning happen since avid communist supporter avoid shocking could lead another heart attack
3441,The Damned United,They love me for what I'm not... ...they hate me for what I am.,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor","[{""id"": 18, ""name"": ""Drama""}]",13.409125,love im hate taking leeds united brian cloughs abrasive approach clear dislike players dirty style play make certain going friction glimpses earlier career help explain hostility previous manager revie much missing righthand man peter taylor
3442,The Return of the Living Dead,They're Back From The Grave and Ready To Party!,"When a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to re-animate as they go on a rampage seeking their favorite food: brains!","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",14.961629,theyre back grave ready party bumbling pair employees medical supply warehouse accidentally release deadly gas air vapors cause dead reanimate go rampage seeking favorite food brains
3443,Mallrats,They're not there to shop. They're not there to work. They're just there.,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",16.139771,theyre shop theyre work theyre dumped girlfriends two best friends seek refuge local mall
3444,Grease,Grease is the word,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?","[{""id"": 10749, ""name"": ""Romance""}]",67.608041,grease word australian good girl sandy greaser danny fell love summer unexpectedly discover theyre high school able rekindle romance despite eccentric friends
3445,Platoon,The first casualty of war is innocence.,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",49.802914,first casualty war innocence young naive recruit vietnam chris taylor faces moral crisis confronted horrors war duality man
3446,Fahrenheit 9/11,Controversy... what controversy?,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,"[{""id"": 99, ""name"": ""Documentary""}]",16.20985,controversy controversy michael moores view happened united states september 11 bush administration allegedly used tragic event push forward agenda unjust wars afghanistan iraq
3447,Butch Cassidy and the Sundance Kid,"Not that it matters, but most of it is true.","In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",24.499996,matters true late 1890s wyoming butch cassidy affable clever talkative leader outlaw hole wall gang closest companion laconic deadshot sundance kid west rapidly becomes civilized law finally catches butch sundance gang chased doggedly special posse two decide make way south america hopes evading pursuers
3448,Mary Poppins,It's supercalifragilisticexpialidocious!,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",59.961523,supercalifragilisticexpialidocious movie combines diverting story songs color sequences live action blended movements animated figures mary poppins kind supernanny flies umbrella response request banks children proceeds put things right aid rather extraordinary magical powers flying
3449,Ordinary People,Everything is in its proper place...except the past.,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.","[{""id"": 18, ""name"": ""Drama""}]",12.541983,everything proper placeexcept past beth calvin son conrad living aftermath death son conrad overcome grief misplaced guilt extent suicide attempt therapy beth always preferred brother difficulty supportive conrad calvin trapped two trying hold family together
3450,West Side Story,The screen achieves one of the great entertainments in the history of motion pictures,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",23.431117,screen achieves one great entertainments history motion pictures slums upper west side manhattan new york gang polishamerican teenagers called jets compete rival gang recently immigrated puerto ricans sharks neighborhood streets tensions high gangs two kids one rival gang fall love leading tragedy
3451,Caddyshack,The snobs against the slobs!,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.","[{""id"": 35, ""name"": ""Comedy""}]",15.929648,snobs slobs exclusive country club ambitious young caddy danny noonan eagerly pursues caddy scholarship hopes attending college turn avoiding job lumber yard order succeed must first win favour elitist judge smails caddy golf tournament smails sponsors
3452,The Brothers,,"This is the story of four African-American ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselves ""The Brothers"". When the playboy gets engaged, the other three friends find themselves having to come to terms with their own issues of commitment and honesty...","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.029944,story four africanamerican yuppies banker doctor lawyer playboy call brothers playboy gets engaged three friends find come terms issues commitment honesty
3453,The Wood,From best friends to best men.,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.537646,best friends best men panicky uncertain hours wedding groom prenuptial jitters two best friends reminisce growing together middleclass africanamerican neighborhood inglewood california flashing back twentysomething trios childhood exploits memories capture mood nostalgia 80s era
3454,The Usual Suspects,Five Criminals. One Line Up. No Coincidence.,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",64.02503100000001,five criminals one line coincidence held la interrogation room verbal kint attempts convince feds mythic crime lord keyser soze exists also responsible drawing four partners multimillion dollar heist ended explosion san pedro harbor leaving survivors verbal lures interrogators incredible story crime lords almost supernatural prowess
3455,A Nightmare on Elm Street 5: The Dream Child,"Now Freddy’s a daddy, he’s killing for two.","Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",12.654050999999999,freddys daddy hes killing two alice survived previous installment nightmare series finds deadly dreams freddy krueger starting time taunting murderer striking sleeping mind alices unborn child intention born real world one stop freddy dead mother alice free spirit time save son
3456,National Lampoon’s Van Wilder,Don't Graduate. Celebrate.,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",35.108498,dont graduate celebrate van wilder attending college far many years scared graduate vans father eventually realizes going stops paying sons tuition fees van must come money wants stay college friends come great fundraising idea throwing parties however college magazine finds reporter gwen sent story van wilder things get little complicated
3457,The Wrestler,Love. Pain. Glory.,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",40.196514,love pain glory aging wrestler randy ram robinson long past prime still ready rarin go prowrestling circuit particularly brutal beating however randy hangs tights pursues serious relationship longinthetooth stripper tries reconnect estranged daughter cant resist lure ring readies comeback
3458,Duel in the Sun,Emotions . . . As Violent As The Wind-Swept Prairie !,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.","[{""id"": 37, ""name"": ""Western""}]",7.60445,emotions violent windswept prairie beautiful halfbreed pearl chavez becomes ward dead fathers first love finds torn sons one good bad
3459,Best in Show,Some pets deserve a little more respect than others.,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.","[{""id"": 35, ""name"": ""Comedy""}]",10.982255,pets deserve little respect others tension palpable excitement mounting heady scent competition air hundreds eager contestants across america prepare take part undoubtedly one greatest events lives mayflower dog show canine contestants owners wondrously diverse great country bred
3460,Escape from New York,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",24.351305,1997 new york city maximum security prison breaking impossible breaking insane 1997 island manhattan walled turned giant maximum security prison within countrys worst criminals left form anarchic society however president united states crash lands island authorities turn former soldier current convict snake plissken rescue
3461,School Daze,,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3.159574,south united states taking place confrontations two groups students different ideas able accept one oponent
3462,Daddy Day Camp,The summer is going to be in tents.,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",12.601677,summer going tents seeking offer son satisfying summer camp experience eluded child operator neighborhood daycare center opens camp face financial hardship stiff competition rival camp
3463,Mr. Nice Guy,Fight first. Apologize later.,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",7.077505,fight first apologize later chinese chef accidentally gets involved news reporter filmed drug bust went awry chased gangs trying get video tape
3464,A Mighty Wind,"Back together for the first time, again.","In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",4.053017,back together first time mighty wind director christopher guest reunites team best show waiting guffman tell tell story 60sera folk musicians inspired death former manager get back stage one concert new york citys town hall
3465,Mystic Pizza,A Romantic Comedy With The Works,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.379933,romantic comedy works three teenage girls come age working pizza parlor mystic connecticut
3466,Sliding Doors,What if one split second sent your life in two completely different directions?.,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",15.639016,one split second sent life two completely different directions gwyneth paltrow plays london publicist helen effortlessly sliding parallel storylines show happens catch train back apartment love romantic entanglements deception trust friendship comedy come focus two stories shift back forth overlap surprisingly converge
3467,Tales from the Hood,Chill or be Chilled,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3.89204,chill chilled strange funeral director tells four strange tales horror african american focus three drug dealers traps place business
3468,The Last King of Scotland,Charming. Magnetic. Murderous.,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.","[{""id"": 18, ""name"": ""Drama""}]",26.286953999999998,charming magnetic murderous young scottish doctor nicholas garrigan decides time adventure finishes formal education decides try luck uganda arrives downfall president obote general idi amin comes power asks garrigan become personal doctor
3469,Halloween 5: The Revenge of Michael Myers,"Michael Lives, And This Time They're Ready!","Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",8.008844,michael lives time theyre ready presumed dead shootout haddonfield police michael myers secretly nursed back health returns year later kill targets young niece jamie jamie recovering local childrens hospital attacking stepmother losing voice mental link evil uncle may key uprooting family tree
3470,Bernie,A story so unbelievable it must be true.,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",12.685139999999999,story unbelievable must true true story tiny rural town carthage tx assistant funeral director bernie tiede one towns beloved residents everyone loved appreciated bernie came surprise befriended marjorie nugent affluent widow well known sour attitude fortune day news came marjorie nugent dead time bernie tiede charged murder
3471,Dolphins and Whales: Tribes of the Ocean,,"This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love of a Humpback mother for her newborn calf, the singing Humpback males, an orca the mighty King of the ocean, and the gentle manatee. Little-known aspects of these creatures capable of sophisticated communication and social interaction. Documents the life of these graceful, majestic yet endangered sea creatures","[{""id"": 99, ""name"": ""Documentary""}]",0.041651,documentary goes coral reefs bahamas waters kingdom tonga close encounter surviving tribes ocean wild dolphins belugas love humpback mother newborn calf singing humpback males orca mighty king ocean gentle manatee littleknown aspects creatures capable sophisticated communication social interaction documents life graceful majestic yet endangered sea creatures
3472,Pollock,A true portrait of life and art.,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.483531,true portrait life art august 1949 life magazine ran banner headline begged question jackson pollock greatest living painter united states film look back life extraordinary man man fittingly called artist dedicated concealment celebrity nobody knew struggled selfdoubt engaging lonely tugofwar needing express wanting shut world pollock began downward spiral
3473,200 Cigarettes,It's 11:59 on New Years Eve... do you know where your date is?,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.5611980000000005,1159 new years eve know date collection twentysomethings try cope relationships loneliness desire individual neuroses
